"GTExN7MScountsPUBLISHED","GTExN7MScountsREPROCESSED","GTExNFK9countsPUBLISHED","GTExNFK9countsREPROCESSED","GTExO5YTcountsPUBLISHED","GTExO5YTcountsREPROCESSED"
0,0,1,1,0,0
0,0,0,0,0,0
22,18,0,1,0,0
0,0,0,0,0,0
3,3,0,3,20,12
0,0,0,0,0,0
2,3,3,6,5,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,4,4
11,0,1,0,11,0
0,0,0,0,0,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,24,78,101,27,27
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,3,0,0
176,96,141,67,312,109
0,0,0,0,0,0
9,7,0,0,0,0
0,0,0,0,0,0
20,12,36,24,67,42
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
52,26,30,23,101,54
2389,1318,2583,1522,44509,24879
4,7,0,6,2,4
0,0,0,0,3,2
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
1,0,2,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,0,0,41,26
0,0,0,0,0,0
2,1,0,1,1,2
0,0,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
1,2,5,12,3,4
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
26,16,1,0,15,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
40,27,52,31,97,32
0,0,0,0,0,0
0,3,4,6,4,5
0,2,3,5,0,3
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,1
0,0,1,1,0,0
0,0,0,1,0,0
0,0,0,0,0,0
129,66,437,255,1077,568
1,1,2,2,0,0
0,0,0,0,0,0
12,9,5,5,4,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
65,23,32,18,285,192
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,1,0,1,0,0
1,2,3,4,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
0,0,3,3,0,0
0,0,0,0,0,0
1,0,2,0,0,0
0,0,0,0,0,0
1,2,0,0,0,0
0,0,0,0,0,0
1,1,0,0,56,28
4,3,1,2,0,0
0,0,0,0,0,0
1,0,3,1,0,0
409,211,80,56,204,78
6,4,0,0,1,0
0,0,0,0,1,0
4,2,4,3,6,3
0,0,6,3,0,0
0,0,0,0,0,0
55,1,60,1,53,0
3,0,6,3,5,4
0,0,0,0,0,0
0,0,0,0,0,0
3,3,0,0,0,0
0,0,0,0,0,2
3,2,31,34,6,11
0,1,0,1,0,0
1,3,6,5,0,0
0,1,1,6,2,4
50,7,29,5,251,5
1,1,0,0,0,0
0,0,0,0,0,0
7,3,2,1,50,25
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,1
0,0,0,1,0,1
0,0,0,2,0,0
0,0,1,2,0,0
0,0,0,0,0,0
2,9,0,15,11,36
0,14,5,18,0,81
2,12,7,14,4,17
0,1,0,0,0,0
0,0,0,0,0,0
4,2,0,0,0,0
8,4,0,1,2,1
0,0,0,0,0,0
2,1,8,5,20,11
1,4,2,2,0,0
294,189,43,22,63,40
44,34,15,8,35,19
17,19,8,25,12,27
31,0,13,0,36,0
0,0,0,0,0,0
0,0,5,1,28,8
0,0,0,0,0,0
4,2,9,4,9,4
0,0,4,0,0,0
2,1,1,0,22,13
7,16,4,4,7,7
6,10,1,1,9,8
0,0,0,0,1,0
0,1,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
4,4,2,1,2,2
8,8,4,2,8,7
587,320,520,269,216,99
0,0,0,0,0,0
52,79,133,95,618,818
43,23,73,18,7,5
0,0,14,7,12,6
9,5,38,15,72,53
14,9,45,28,606,338
22,11,47,24,99,54
0,0,0,0,0,0
0,0,0,0,0,2
1,1,0,0,5,0
0,0,0,0,2,1
20,15,9,3,3,3
0,0,0,0,0,0
2,4,0,0,0,0
2,1,0,0,12,9
0,0,0,0,0,0
55,91,17,45,57,57
0,0,0,0,0,0
3,2,0,0,6,7
0,0,0,0,0,0
10,11,4,2,0,0
154,106,8,7,144,90
2,1,19,10,8,4
14,8,8,6,2,1
47,29,159,89,55,39
5,4,0,0,0,0
0,0,0,0,1,0
14,13,78,54,38,30
6,3,26,9,61,30
44,132,8,19,74,172
21,10,1,0,11,0
0,0,0,0,0,0
0,0,0,0,0,0
485,270,554,326,933,530
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
14,8,7,5,12,7
0,0,0,0,0,0
20,7,1,0,0,12
0,0,0,0,0,0
0,0,2,1,0,0
19,27,8,6,13,17
12,7,0,1,4,3
0,0,0,0,4,2
5,0,0,0,0,0
0,0,0,0,0,0
2,1,1,1,7,1
0,0,6,3,1,1
0,0,2,1,32,20
3,1,2,3,12,5
0,0,0,0,0,0
42,27,3,10,73,40
0,0,0,0,0,1
3,4,0,0,1,1
1306,707,1014,561,5409,2869
0,0,4,6,10,24
5,5,6,3,3,9
2,2,0,0,0,0
153,189,69,181,295,636
0,0,0,0,0,0
1,1,2,1,11,0
1,1,0,0,2,1
0,0,12,7,1,2
0,1,0,1,1,6
0,0,0,0,0,0
0,0,0,0,0,0
69,13,4,1,56,9
0,0,0,0,0,0
0,0,0,0,0,0
59,3,42,2,161,3
0,0,0,1,0,0
2,5,0,1,0,1
4,3,12,9,10,6
0,0,3,1,0,0
2016,1125,591,341,905,497
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,0
0,0,0,0,0,0
8,4,0,0,12,7
0,0,0,0,0,0
0,0,0,0,0,0
6,0,16,0,26,0
0,0,0,0,0,1
0,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
2,2,0,0,0,0
0,0,0,0,0,0
2,2,5,3,0,0
0,0,0,0,0,0
3,1,3,4,24,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,7,4,17,29,72
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,10,5
0,0,0,0,2,3
0,1,0,0,1,1
0,0,0,0,0,2
0,0,0,0,0,0
2,1,0,0,10,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,6,10,17,17,19
0,0,0,0,0,0
0,0,0,0,0,0
10,5,2,1,2,1
2,1,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,2
0,0,0,0,0,0
1,1,2,2,0,0
0,0,0,0,5,3
0,0,0,0,1,1
3,5,0,0,0,0
0,1,0,0,0,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,4,2,2,14,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13,11,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
6,4,3,3,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,7,16,11,18,11
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,2,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
146,81,44,25,63,38
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,8,5,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
9,7,0,0,0,0
16,11,6,5,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
11,18,2,1,13,34
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,10,7
0,0,0,0,0,0
2,0,0,0,97,0
0,0,0,0,0,0
10,9,1,12,16,45
1,1,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,6,0,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
29,12,17,8,125,64
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,5,6,3,17,13
0,0,0,0,0,0
0,0,0,0,0,0
2,3,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,3
0,0,0,0,1,0
2,1,0,0,14,7
0,0,0,0,0,0
0,0,0,0,0,0
5,7,14,16,23,22
4,6,8,12,99,122
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
70,29,6,3,20,10
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
8,7,0,0,0,0
0,1,3,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,0,0,2,2
0,0,0,0,0,0
8644,4880,5213,3158,8767,5172
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,1,1,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
35,19,6,5,6,2
2,5,1,1,1,11
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,3,0
5,4,0,0,0,0
0,1,2,1,0,1
2,3,0,0,6,7
1,1,0,0,0,0
1,0,0,1,0,0
0,1,0,1,0,0
0,0,0,0,0,0
4,2,4,3,0,0
0,1,0,0,8,7
2,3,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,1
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
55,31,48,26,514,262
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
2,8,4,14,11,55
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,1,0,10
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,3,2,1,6,15
2,1,1,3,0,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
28,24,9,10,21,17
4,2,3,6,2,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,1,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
17,9,13,8,38,34
0,0,0,0,0,0
0,0,2,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,3,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
2,3,0,0,0,0
0,6,0,3,4,90
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7,4,5,3,214,76
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
4,2,0,0,4,3
1,3,0,0,2,3
0,0,2,2,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,1,0,1,0,3
0,0,0,0,1,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,1,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,3,2,3,0,2
4,2,8,7,28,18
0,0,0,0,1,0
0,1,0,0,0,0
2,3,1,7,4,3
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
7,8,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13,17,4,17,37,79
0,0,2,1,4,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
15,11,33,18,5,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,3,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,1,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,4,0,0,0
9,5,0,0,11,6
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
1,1,0,0,0,0
2,0,0,0,6,3
0,0,0,0,0,0
0,0,0,0,0,0
0,1,5,4,7,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
231,150,379,175,1867,559
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,4,0,1,0,12
5,8,0,1,10,13
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,1,0,0
0,0,0,0,0,0
0,0,0,3,3,3
0,0,0,0,0,0
1,1,0,0,0,2
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,6,3,0,0
0,0,0,0,0,0
0,4,2,4,0,6
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,1,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
5,5,0,0,0,0
0,0,0,0,6,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
7,6,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,3,13,24,64
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,2,7,5
0,0,0,0,0,0
591,416,21,19,26,20
3,4,0,0,0,0
0,1,0,1,3,4
0,0,0,0,0,1
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
2,1,0,0,12,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
2,1,2,1,0,0
1,1,0,0,0,0
0,0,0,0,0,0
9,6,2,0,1,0
0,0,0,0,0,1
0,1,0,0,0,0
0,1,1,0,9,6
0,0,0,0,0,0
0,0,0,0,1,0
0,1,0,0,3,6
0,1,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,0,0
0,0,0,0,0,0
6,15,2,8,29,39
4,3,6,3,0,0
0,0,0,0,0,0
0,1,0,1,2,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
5,5,0,0,0,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,0,1
2,1,0,0,0,0
0,2,3,3,0,6
0,1,1,2,0,1
0,0,0,0,0,0
0,7,0,4,1,1
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,2
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
34,41,31,67,24,56
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
5,4,2,1,10,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,7,12,6,73,28
0,0,0,0,0,0
0,0,0,0,2,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,5,1,1,4,10
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
20,31,86,63,59,55
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,6,6
2,1,0,0,0,0
0,0,0,0,0,0
10,5,8,3,12,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,1,0,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,3,1,4,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,0,0,2,2
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,4,7,9,10,16
0,0,0,0,0,0
0,0,0,0,0,0
2,4,1,6,7,29
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,3,0,0
0,0,0,0,0,0
1,1,6,6,1,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,11,2,6,5,8
0,0,0,0,0,0
0,1,1,0,10,7
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
1,1,2,3,6,0
0,0,0,0,0,0
0,0,0,0,10,7
1,4,2,11,2,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
16,10,0,0,3,7
0,0,0,0,0,0
1,0,7,0,3,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,0,0
6,4,0,2,0,0
1,0,1,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,1
0,0,0,0,0,0
2,2,0,0,1,0
0,0,2,1,0,1
8,5,0,0,6,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12,5,4,2,3,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
7,4,4,2,1,1
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
13,7,0,0,10,5
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,3,0,0,0,0
0,0,0,0,0,0
0,0,1,1,0,0
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,4,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,3,0,0,4,5
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
2,6,2,16,8,42
0,0,0,0,0,0
7,3,2,2,5,3
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,3,3,3,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,1,0,3,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,2,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
2,4,0,0,0,1
0,0,5,4,4,2
0,0,0,0,0,0
0,0,0,0,1,1
24,35,17,49,21,53
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,0,2
12,7,0,1,43,29
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,8,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,1
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,3,4,2,2,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,1,0,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,0,1,0,2
2,2,0,9,0,4
0,1,0,0,0,0
0,0,0,0,0,0
2,1,2,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,3
0,0,4,0,0,0
0,0,0,0,0,0
9,14,32,56,153,184
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
3,3,0,0,6,5
2,1,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
1,1,0,0,0,0
0,0,0,0,2,2
0,0,0,0,0,0
0,1,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
