"padj","gene","symbol","rank","rank_change"
3.80876011396816e-09,"ENSG00000162522","KIAA1522",315,142
3.80876011396816e-09,"ENSG00000278897","AC020951.1",316,85
3.93145146444798e-09,"ENSG00000184566","AC132216.1",317,76
4.49349464802634e-09,"ENSG00000156162","DPY19L4",318,455
4.62851985740675e-09,"ENSG00000138780","GSTCD",319,102
4.6358654289965e-09,"ENSG00000146112","PPP1R18",320,219
4.74239756709387e-09,"ENSG00000160211","G6PD",321,300
4.74239756709387e-09,"ENSG00000197776","KLHDC1",322,1768
4.74239756709387e-09,"ENSG00000286153","AP000331.1",323,NA
4.82587496860472e-09,"ENSG00000149923","PPP4C",324,712
5.38032774866502e-09,"ENSG00000160410","SHKBP1",325,601
5.56079357400922e-09,"ENSG00000185739","SRL",326,1394
5.59211724312720e-09,"ENSG00000233750","CICP27",327,1826
5.63323062420923e-09,"ENSG00000152104","PTPN14",328,6
5.68148422415253e-09,"ENSG00000214300","SPDYE3",329,1353
5.95542601315339e-09,"ENSG00000092010","PSME1",330,279
5.95542601315339e-09,"ENSG00000137812","KNL1",331,273
5.95542601315339e-09,"ENSG00000279814","AC010997.6",332,72
6.07253812129004e-09,"ENSG00000152580","IGSF10",333,405
6.10619683037185e-09,"ENSG00000196544","BORCS6",334,106
6.12019302942764e-09,"ENSG00000184937","WT1",335,31
6.12921195988358e-09,"ENSG00000123473","STIL",336,55
6.46442401535827e-09,"ENSG00000162601","MYSM1",337,433
6.51925258681268e-09,"ENSG00000214253","FIS1",338,352
6.55651465696946e-09,"ENSG00000249593","AC011405.1",339,-134
6.81715390239805e-09,"ENSG00000172331","BPGM",340,248
6.81986539101936e-09,"ENSG00000140379","BCL2A1",341,307
6.81986539101936e-09,"ENSG00000197324","LRP10",342,205
6.9531301306307e-09,"ENSG00000177105","RHOG",343,198
7.02973581981515e-09,"ENSG00000117594","HSD11B1",344,134
7.11819222072075e-09,"ENSG00000176055","MBLAC2",345,383
7.35077366752884e-09,"ENSG00000101752","MIB1",346,380
7.39807756297206e-09,"ENSG00000095794","CREM",347,378
7.44988835207152e-09,"ENSG00000130600","H19",348,253
7.54295094160458e-09,"ENSG00000185650","ZFP36L1",349,273
7.54295094160458e-09,"ENSG00000204177","BMS1P1",350,754
7.79221824566167e-09,"ENSG00000068323","TFE3",351,346
7.84706460720101e-09,"ENSG00000126353","CCR7",352,248
7.99169814995308e-09,"ENSG00000268362","AC092279.1",353,-72
8.11626633988467e-09,"ENSG00000204525","HLA-C",354,389
8.35623518518586e-09,"ENSG00000013364","MVP",355,199
8.40012294440611e-09,"ENSG00000182885","ADGRG3",356,249
8.45747428778723e-09,"ENSG00000162191","UBXN1",357,528
8.54387584732776e-09,"ENSG00000139970","RTN1",358,1058
8.64389516919966e-09,"ENSG00000089682","RBM41",359,219
8.74597258440181e-09,"ENSG00000128050","PAICS",360,347
8.74597258440181e-09,"ENSG00000235740","PHACTR2-AS1",361,49
8.76886256564752e-09,"ENSG00000084070","SMAP2",362,298
9.17916998094743e-09,"ENSG00000184281","TSSC4",363,351
9.19108890238202e-09,"ENSG00000123838","C4BPA",364,281
9.22535665559509e-09,"ENSG00000138778","CENPE",365,226
9.24847861172668e-09,"ENSG00000231412","AC005392.2",366,806
9.52443075080029e-09,"ENSG00000171916","LGALS9C",367,467
9.57702676071246e-09,"ENSG00000197540","GZMM",368,306
9.60582381244255e-09,"ENSG00000226210","WASH8P",369,606
9.69245576291546e-09,"ENSG00000203668","CHML",370,765
9.82063213744366e-09,"ENSG00000101460","MAP1LC3A",371,488
9.82063213744366e-09,"ENSG00000167565","SERTAD3",372,241
9.82063213744366e-09,"ENSG00000170891","CYTL1",373,307
9.82063213744366e-09,"ENSG00000286616","AL008730.1",374,NA
9.85567102362996e-09,"ENSG00000141526","SLC16A3",375,325
1.00711278043588e-08,"ENSG00000059804","SLC2A3",376,282
1.00784415651289e-08,"ENSG00000152990","ADGRA3",377,6
1.01376204884047e-08,"ENSG00000196549","MME",378,183
1.03905560317767e-08,"ENSG00000054356","PTPRN",379,677
1.06092014117716e-08,"ENSG00000151131","C12orf45",380,485
1.0763206138728e-08,"ENSG00000226564","FTH1P20",381,2084
1.07764395738252e-08,"ENSG00000142669","SH3BGRL3",382,85
1.08896771602625e-08,"ENSG00000127920","GNG11",383,189
1.09217697401764e-08,"ENSG00000229140","CCDC26",384,64
1.10183410641895e-08,"ENSG00000219200","RNASEK",385,-379
1.13019950157405e-08,"ENSG00000163735","CXCL5",386,424
1.13019950157405e-08,"ENSG00000213468","FIRRE",387,-222
1.13606471887932e-08,"ENSG00000036549","ZZZ3",388,559
1.1544934847211e-08,"ENSG00000198736","MSRB1",389,237
1.16523533271164e-08,"ENSG00000101003","GINS1",390,2913
1.16523533271164e-08,"ENSG00000129657","SEC14L1",391,304
1.1676177460973e-08,"ENSG00000155850","SLC26A2",392,639
1.17869346440322e-08,"ENSG00000160588","MPZL3",393,225
1.17869346440322e-08,"ENSG00000265142","MIR133A1HG",394,-77
1.25993122758306e-08,"ENSG00000238741","SCARNA7",395,52
1.27324161625372e-08,"ENSG00000282508","LINC01002",396,560
1.29478995249119e-08,"ENSG00000163915","IGF2BP2-AS1",397,252
1.30154063682176e-08,"ENSG00000286545","AC092645.2",398,NA
1.31191720785783e-08,"ENSG00000250903","GMDS-DT",399,-115
1.32973996480212e-08,"ENSG00000094916","CBX5",400,776
1.34972035168072e-08,"ENSG00000179299","NSUN7",401,276
1.34972035168072e-08,"ENSG00000287195","AC131568.1",402,NA
1.35973385832213e-08,"ENSG00000283208","AC001226.2",403,NA
1.36150538631668e-08,"ENSG00000229644","NAMPTP1",404,643
1.38613450915025e-08,"ENSG00000185760","KCNQ5",405,848
1.41539647171715e-08,"ENSG00000109805","NCAPG",406,180
1.41852561401797e-08,"ENSG00000239213","NCK1-DT",407,35
1.42674069698465e-08,"ENSG00000115523","GNLY",408,621
1.43981028623681e-08,"ENSG00000204933","CD177P1",409,225
1.46030096064925e-08,"ENSG00000172348","RCAN2",410,991
1.46916639206696e-08,"ENSG00000281398","SNHG4",411,-191
1.53270920264024e-08,"ENSG00000118520","ARG1",412,328
1.59663791917752e-08,"ENSG00000022567","SLC45A4",413,311
1.71448910911156e-08,"ENSG00000009413","REV3L",414,317
1.72396529611506e-08,"ENSG00000225873","C3orf86",415,172
1.72857486283386e-08,"ENSG00000247081","BAALC-AS1",416,117
1.7881886953464e-08,"ENSG00000140534","TICRR",417,250
1.82031423817124e-08,"ENSG00000229154","KCNQ5-AS1",418,55
1.82032395285836e-08,"ENSG00000214357","NEURL1B",419,112
1.82126882493564e-08,"ENSG00000244617","ASPRV1",420,170
1.85719057927928e-08,"ENSG00000170677","SOCS6",421,102
1.89987411329803e-08,"ENSG00000157193","LRP8",422,861
1.90463937903529e-08,"ENSG00000149557","FEZ1",423,1774
1.94313651471477e-08,"ENSG00000077238","IL4R",424,305
1.94474475034372e-08,"ENSG00000165887","ANKRD2",425,520
